age,yrsed,yrsempl,income,creddebt,othdebt,default,jobsat,homeown,address,cars,carvalue,2,3,4,5
71,9,5.0,1.9080988606101055,0.3876075,0.9823265,0,2,0,14,2,11.3,0,0,0,0
73,9,15.0,2.173867546507328,0.3876075,0.9823265,0,3,1,45,2,11.3,0,0,0,0
75,9,15.0,2.6738836288689836,1.99836,2.27164,0,5,0,16,2,13.0,0,0,0,0
75,9,15.0,2.4838305985025193,0.423925,0.9823265,0,5,1,37,2,15.1,0,0,0,0
76,9,15.0,1.8360113070546324,0.3876075,0.9823265,0,3,0,27,2,11.3,0,0,0,0
77,9,15.0,2.435041821647632,0.474628,3.067372,0,2,1,53,2,13.5,0,0,0,0
78,9,13.0,2.4838305985025193,0.6554,2.2446,0,3,0,44,2,11.3,0,0,0,0
78,9,15.0,2.6738836288689836,0.3876075,0.9823265,0,5,0,28,2,18.0,0,0,0,0
79,9,15.0,2.0298559693409404,0.3876075,0.9823265,0,2,1,42,2,11.3,0,0,0,0
18,10,2.0,2.173867546507328,0.3876075,0.9823265,0,4,1,0,2,11.3,0,0,0,0
20,10,3.0,2.3206286159024154,0.3876075,0.9823265,0,2,0,0,2,11.3,0,0,0,0
20,10,2.0,2.46003030879136,0.3876075,0.9823265,0,4,1,1,2,15.1,0,0,0,0
21,10,3.0,2.351708521806686,0.76638,0.9823265,1,3,0,1,2,11.3,0,0,0,0
21,10,5.0,2.6243162309641788,1.777664,1.806336,0,2,1,0,2,13.2,0,0,0,0
22,10,2.0,2.2145185330389654,0.491904,2.196096,1,1,1,2,2,11.3,0,0,0,0
25,10,7.0,2.381023211425735,0.3876075,1.71948,0,4,1,3,2,13.1,0,0,0,0
25,10,3.0,2.4087501327041116,2.073464,3.279056,1,3,1,5,2,11.3,0,0,0,0
25,10,3.0,2.287575489231605,0.82485,0.9823265,1,4,1,4,2,11.3,0,0,0,0
26,10,6.0,2.2145185330389654,0.3876075,0.9823265,0,2,0,4,2,11.3,0,0,0,0
27,10,2.0,2.351708521806686,0.646,1.354,0,2,0,6,2,11.3,0,0,0,0
28,10,6.0,2.732749924868649,0.715182,1.351818,0,2,0,4,2,17.4,0,0,0,0
28,10,2.0,2.4838305985025193,0.3876075,2.16225,0,2,1,7,2,11.5,0,0,0,0
29,10,3.0,2.7187175674665944,2.073464,1.3376,1,3,1,6,2,23.6,0,0,0,0
31,10,2.0,2.2523032588823373,0.627385,1.429615,0,4,1,7,2,11.3,0,0,0,0
32,10,10.0,2.5881508887538,0.82362,0.9823265,0,1,1,7,2,17.6,0,0,0,0
32,10,2.0,2.3206286159024154,0.940405,0.9823265,1,3,1,9,2,11.3,0,0,0,0
33,10,8.0,2.4838305985025193,0.3876075,0.9823265,0,3,1,10,2,12.1,0,0,0,0
35,10,7.0,2.6738836288689836,0.3876075,0.9823265,0,4,1,14,2,15.1,0,0,0,0
35,10,6.0,2.506543444863037,0.3876075,0.9823265,0,2,0,7,2,17.4,0,0,0,0
36,10,5.0,2.7187175674665944,0.48108,0.9823265,0,1,0,2,2,19.4,0,0,0,0
37,10,6.0,2.842736942103692,2.073464,4.4213445,1,2,1,14,2,28.0,0,0,0,0
38,10,4.0,2.657931590812515,0.3876075,0.9823265,0,3,1,12,2,11.3,0,0,0,0
38,10,3.0,2.7187175674665944,0.558144,3.089856,1,3,0,10,2,21.4,0,0,0,0
38,10,6.0,2.4838305985025193,0.5375,0.9823265,0,3,0,14,2,11.3,0,0,0,0
40,10,2.0,2.549051568126432,1.78192,3.03408,0,1,1,15,2,11.3,0,0,0,0
40,10,13.0,2.9482834511749685,0.770599,1.412401,0,4,0,14,2,23.2,0,0,0,0
41,10,15.0,3.0791686310061497,2.073464,2.50635,0,4,1,15,2,33.9,0,0,0,0
44,10,11.0,2.549051568126432,0.3876075,1.253952,0,4,1,20,2,11.3,0,0,0,0
45,10,3.0,2.549051568126432,0.96614,0.9823265,0,5,1,24,2,16.8,0,0,0,0
45,10,15.0,3.1426261891450604,2.073464,4.4213445,0,5,1,16,2,33.9,0,0,0,0
45,10,4.0,2.5282575874854296,0.3876075,3.858354,0,2,1,18,2,14.5,0,0,0,0
46,10,5.0,2.4838305985025193,0.4774,1.4476,0,4,0,14,2,13.4,0,0,0,0
46,10,4.0,2.4838305985025193,0.816,0.9823265,0,1,1,13,2,11.5,0,0,0,0
47,10,5.0,2.5689952186268696,0.3876075,1.301868,0,1,0,17,2,13.3,0,0,0,0
49,10,15.0,3.0115206977931366,2.073464,4.4213445,0,2,0,7,2,33.9,0,0,0,0
50,10,8.0,2.5689952186268696,1.536536,2.755464,0,3,0,21,2,15.5,0,0,0,0
51,10,14.0,3.0534149632565373,0.532389,3.190611,0,5,1,25,2,27.9,0,0,0,0
52,10,15.0,3.257680096395127,0.392788,4.4213445,0,5,0,12,2,33.9,0,0,0,0
52,10,11.0,2.6738836288689836,0.58275,2.04225,0,5,1,12,2,17.7,0,0,0,0
52,10,4.0,2.6243162309641788,1.118688,3.009312,0,2,1,26,2,16.6,0,0,0,0
52,10,12.0,3.0115206977931366,2.073464,4.4213445,1,3,0,15,2,33.9,0,0,0,0
52,10,2.0,2.6243162309641788,1.875456,1.292544,0,3,1,10,2,17.0,0,0,0,0
54,10,8.0,2.641421570789816,1.346961,2.580039,0,3,1,20,2,15.4,0,0,0,0
54,10,8.0,2.759593793940161,0.3876075,0.9823265,0,4,1,18,2,19.6,0,0,0,0
54,10,2.0,2.6243162309641788,1.080864,4.4213445,0,3,1,24,2,18.4,0,0,0,0
55,10,15.0,3.379404538515818,2.073464,4.415019,0,4,1,13,2,33.9,0,0,0,0
55,10,13.0,3.0115206977931366,2.073464,4.4213445,1,5,0,17,2,24.7,0,0,0,0
55,10,4.0,2.6065744664362365,0.806806,2.014194,0,2,0,7,2,23.6,0,0,0,0
55,10,9.0,2.759593793940161,0.39975,2.26525,0,5,1,28,2,23.9,0,0,0,0
56,10,5.0,2.6243162309641788,1.066816,3.989184,0,3,0,18,2,15.8,0,0,0,0
57,10,9.0,3.018800752574748,2.073464,1.501304,0,5,0,14,2,33.9,0,0,0,0
57,10,12.0,2.973110644253181,1.1036,4.4213445,0,4,0,32,2,23.4,0,0,0,0
58,10,6.0,2.5282575874854296,1.071954,1.034046,0,2,1,24,2,15.5,0,0,0,0
59,10,15.0,3.0115206977931366,2.073464,2.035125,0,5,0,12,2,26.6,0,0,0,0
60,10,5.0,2.6893116971750457,1.634688,4.4213445,0,2,1,34,2,22.6,0,0,0,0
60,10,15.0,3.158333840277581,1.4014,3.1486,0,5,1,16,2,33.9,0,0,0,0
61,10,15.0,3.2956078637111004,0.460635,3.844365,0,4,1,29,2,33.9,0,0,0,0
62,10,15.0,2.2145185330389654,0.74664,0.9823265,0,4,1,36,2,11.3,0,0,0,0
62,10,15.0,2.772447904688752,0.809172,1.584828,0,3,1,33,2,22.9,0,0,0,0
63,10,4.0,2.5881508887538,1.67616,2.64384,1,3,0,10,2,16.5,0,0,0,0
63,10,15.0,3.0600053518353385,2.073464,4.36674,0,4,1,22,2,33.9,0,0,0,0
64,10,15.0,3.6959082278000888,2.073464,4.4213445,0,5,0,36,2,33.9,0,0,0,0
65,10,15.0,3.3646866072077444,2.073464,4.4213445,0,5,1,28,2,33.9,0,0,0,0
65,10,11.0,2.6065744664362365,1.481025,0.9823265,0,4,0,20,2,19.0,0,0,0,0
66,10,6.0,2.08213820289468,0.607698,1.303302,0,2,0,20,2,11.3,0,0,0,0
66,10,15.0,3.097478579611526,0.50688,1.41312,0,3,1,34,2,33.9,0,0,0,0
66,10,14.0,3.1426261891450604,2.073464,4.4213445,0,2,1,28,2,33.9,0,0,0,0
66,10,4.0,2.4838305985025193,0.4968,1.9032,0,1,0,28,2,13.5,0,0,0,0
66,10,11.0,2.657931590812515,1.372342,4.4213445,0,3,1,40,2,18.2,0,0,0,0
66,10,14.0,2.9888946888807233,2.073464,3.59552,0,1,0,15,2,26.1,0,0,0,0
68,10,15.0,2.704246861378462,0.3876075,0.9823265,0,5,0,30,2,20.7,0,0,0,0
69,10,15.0,3.2733048743847744,1.794312,4.4213445,0,2,1,31,2,33.9,0,0,0,0
69,10,4.0,2.0298559693409404,0.8136,0.9864,0,1,1,17,2,11.3,0,0,0,0
69,10,4.0,2.506543444863037,1.773486,1.944514,0,3,0,19,2,17.3,0,0,0,0
69,10,15.0,3.0115206977931366,2.073464,2.378232,1,4,0,18,2,33.9,0,0,0,0
69,10,9.0,1.8360113070546324,0.3876075,0.9823265,0,1,0,14,2,11.3,0,0,0,0
70,10,15.0,3.0600053518353385,2.073464,1.4356,0,3,1,25,2,33.9,0,0,0,0
70,10,15.0,3.437934069511869,0.3876075,4.4213445,0,3,1,44,2,33.9,0,0,0,0
71,10,15.0,2.173867546507328,0.786825,0.9823265,0,4,0,11,2,11.3,0,0,0,0
71,10,11.0,2.657931590812515,0.720834,3.053166,0,5,1,48,2,19.5,0,0,0,0
72,10,15.0,2.435041821647632,0.3876075,1.015427,0,4,0,36,2,12.3,0,0,0,0
72,10,15.0,2.9482834511749685,2.073464,2.071431,0,4,0,25,2,24.9,0,0,0,0
73,10,15.0,2.2145185330389654,0.3876075,0.9823265,0,4,0,21,2,11.3,0,0,0,0
73,10,4.0,1.8360113070546324,0.3876075,0.9823265,0,1,0,19,2,11.3,0,0,0,0
73,10,15.0,2.2145185330389654,0.712896,1.543104,0,5,0,25,2,11.3,0,0,0,0
74,10,15.0,2.956720021331736,2.073464,2.3205,0,3,1,36,2,27.5,0,0,0,0
74,10,10.0,2.5282575874854296,0.3876075,0.9823265,0,4,0,26,2,12.3,0,0,0,0
74,10,8.0,1.8360113070546324,0.3876075,1.753326,0,2,0,6,2,11.3,0,0,0,0
75,10,15.0,2.4087501327041116,0.3876075,1.9822,0,3,1,39,2,11.3,0,0,0,0
75,10,10.0,1.8360113070546324,0.3876075,0.9823265,0,5,0,45,2,11.3,0,0,0,0
77,10,15.0,2.4087501327041116,0.3876075,1.203048,0,4,1,22,2,13.6,0,0,0,0
77,10,7.0,2.0298559693409404,0.3876075,1.213512,0,2,1,30,2,11.3,0,0,0,0
77,10,8.0,2.381023211425735,1.328124,2.745876,0,1,1,27,2,11.3,0,0,0,0
77,10,15.0,2.435041821647632,0.830484,4.4213445,0,5,1,31,2,15.3,0,0,0,0
77,10,15.0,3.3234429987637117,2.073464,4.4213445,0,4,1,26,2,33.9,0,0,0,0
79,10,15.0,1.9722154322948249,0.3876075,0.9823265,0,4,0,31,2,11.3,0,0,0,0
79,10,15.0,2.287575489231605,0.3876075,3.00024,0,3,0,51,2,12.4,0,0,0,0
79,10,15.0,2.9308975585638106,2.073464,4.4213445,0,3,1,17,2,33.9,0,0,0,0
18,11,2.0,2.3206286159024154,0.3876075,2.530458,1,1,0,0,2,11.3,0,0,0,0
19,11,2.0,2.3206286159024154,0.3876075,0.9823265,1,2,0,0,2,11.3,0,0,0,0
19,11,2.0,2.435041821647632,1.119916,4.4213445,1,1,1,0,2,14.0,0,0,0,0
20,11,2.0,2.287575489231605,0.3876075,1.0611,0,1,0,0,2,11.3,0,0,0,0
20,11,2.0,2.08213820289468,0.3876075,0.9823265,0,1,0,1,2,11.3,0,0,0,0
20,11,2.0,2.2145185330389654,0.73152,1.18848,1,1,0,0,2,11.3,0,0,0,0
21,11,2.0,2.173867546507328,0.7623,0.9823265,1,2,0,1,2,11.3,0,0,0,0
23,11,2.0,2.3206286159024154,1.241954,0.9823265,1,2,1,4,2,11.3,0,0,0,0
24,11,2.0,2.287575489231605,0.3876075,1.116828,0,1,0,2,2,11.3,0,0,0,0
24,11,2.0,2.173867546507328,0.3876075,1.77606,1,2,1,2,2,11.3,0,0,0,0
26,11,4.0,2.549051568126432,0.860664,4.4213445,1,1,0,5,2,18.8,0,0,0,0
26,11,6.0,2.46003030879136,1.33644,3.10356,1,4,0,4,2,13.3,0,0,0,0
26,11,6.0,2.4087501327041116,1.320528,1.385472,0,2,1,5,2,11.3,0,0,0,0
27,11,2.0,2.2523032588823373,1.134903,0.9823265,1,3,0,1,2,11.3,0,0,0,0
27,11,3.0,2.381023211425735,1.123311,2.005689,0,1,1,3,2,11.3,0,0,0,0
27,11,2.0,2.435041821647632,0.3876075,4.4213445,0,4,0,5,2,14.9,0,0,0,0
28,11,7.0,2.5282575874854296,0.3876075,1.929609,0,3,1,6,2,11.3,0,0,0,0
28,11,2.0,2.3206286159024154,0.3876075,1.626248,0,3,0,4,2,11.3,0,0,0,0
29,11,8.0,2.4087501327041116,1.846152,1.717848,1,3,1,4,2,12.4,0,0,0,0
29,11,7.0,2.732749924868649,0.3876075,0.9823265,0,3,0,2,2,22.0,0,0,0,0
30,11,8.0,2.435041821647632,0.3876075,1.043464,0,3,1,9,2,13.4,0,0,0,0
31,11,2.0,2.46003030879136,0.73656,1.63944,0,2,1,8,2,13.9,0,0,0,0
31,11,7.0,2.435041821647632,0.3876075,0.9823265,1,3,0,5,2,14.7,0,0,0,0
33,11,8.0,2.6065744664362365,1.222144,1.164856,0,2,1,9,2,11.5,0,0,0,0
33,11,4.0,2.5881508887538,0.3876075,1.34784,0,1,0,8,2,16.4,0,0,0,0
34,11,8.0,2.9888946888807233,2.073464,1.292224,0,3,1,12,2,33.0,0,0,0,0
35,11,6.0,2.704246861378462,2.073464,4.4213445,1,2,0,5,2,13.3,0,0,0,0
35,11,6.0,2.6243162309641788,0.3876075,0.9823265,0,4,1,4,2,17.3,0,0,0,0
35,11,15.0,2.9965720177044615,2.073464,4.4213445,0,4,1,3,2,33.9,0,0,0,0
36,11,10.0,2.6893116971750457,0.3876075,4.027104,0,1,0,12,2,18.9,0,0,0,0
37,11,4.0,2.46003030879136,0.3876075,0.9823265,1,2,1,5,2,13.3,0,0,0,0
37,11,4.0,2.6065744664362365,0.756276,1.010724,0,2,1,12,2,17.0,0,0,0,0
37,11,6.0,2.506543444863037,1.465282,1.056718,0,4,0,12,2,11.3,0,0,0,0
39,11,4.0,2.956720021331736,2.073464,2.21112,1,4,1,20,2,31.9,0,0,0,0
39,11,6.0,2.6243162309641788,0.779712,1.204288,0,4,1,4,2,12.9,0,0,0,0
39,11,9.0,2.8534502238266977,0.965545,0.9823265,0,3,0,11,2,21.3,0,0,0,0
41,11,14.0,2.9127836720760665,2.073464,0.9823265,0,5,1,11,2,33.9,0,0,0,0
41,11,10.0,2.7463679525813456,0.8858,0.9823265,0,2,0,13,2,15.1,0,0,0,0
41,11,13.0,2.772447904688752,1.8837,1.2663,0,3,1,14,2,24.0,0,0,0,0
41,11,4.0,2.641421570789816,0.598752,0.9823265,0,3,0,5,2,14.2,0,0,0,0
42,11,7.0,2.7463679525813456,0.3944,0.9823265,0,2,0,13,2,19.5,0,0,0,0
42,11,2.0,2.5881508887538,1.54635,3.52365,0,2,1,14,2,11.3,0,0,0,0
44,11,15.0,2.973110644253181,0.456754,2.829246,0,1,0,15,2,29.7,0,0,0,0
45,11,10.0,2.7463679525813456,0.8466,1.1934,0,4,1,16,2,18.8,0,0,0,0
47,11,15.0,2.6065744664362365,1.47312,3.48688,0,3,1,11,2,14.6,0,0,0,0
48,11,2.0,2.435041821647632,2.051577,2.249423,1,2,1,22,2,11.3,0,0,0,0
48,11,15.0,3.269457855626535,2.073464,4.4213445,0,4,0,19,2,33.9,0,0,0,0
48,11,11.0,2.759593793940161,0.3876075,3.012147,0,3,0,18,2,21.2,0,0,0,0
49,11,7.0,2.6243162309641788,0.486912,1.049088,0,3,1,11,2,12.2,0,0,0,0
49,11,7.0,2.9127836720760665,2.073464,4.4213445,0,2,0,12,2,20.5,0,0,0,0
49,11,3.0,2.5282575874854296,0.3876075,4.080375,0,1,1,13,2,15.1,0,0,0,0
50,11,12.0,2.6738836288689836,0.3876075,0.9823265,0,5,1,21,2,22.1,0,0,0,0
52,11,15.0,3.4428139938146787,2.073464,1.264284,0,5,1,25,2,33.9,0,0,0,0
52,11,7.0,2.842736942103692,2.073464,1.622112,1,3,1,14,2,24.6,0,0,0,0
53,11,15.0,3.3267822652276418,0.63756,3.98244,0,3,1,20,2,33.9,0,0,0,0
53,11,15.0,2.8938831177615123,1.19462,4.4213445,0,4,0,23,2,25.4,0,0,0,0
53,11,13.0,2.884117573346206,1.667016,4.4213445,0,5,1,23,2,29.9,0,0,0,0
54,11,13.0,2.9649938418444775,2.073464,4.4213445,0,3,1,20,2,32.0,0,0,0,0
55,11,13.0,2.9649938418444775,0.3876075,4.4213445,0,2,1,28,2,33.6,0,0,0,0
55,11,15.0,3.0853632369229356,1.129128,4.4213445,0,5,1,28,2,33.9,0,0,0,0
55,11,7.0,3.109245011857629,1.040744,0.9823265,0,3,1,24,2,33.9,0,0,0,0
56,11,2.0,2.6738836288689836,0.4403,1.9397,0,3,1,21,2,19.8,0,0,0,0
57,11,15.0,2.4838305985025193,0.66,2.09,0,2,0,15,2,11.3,0,0,0,0
57,11,9.0,2.9034356629116993,0.936684,2.249316,0,2,0,27,2,33.7,0,0,0,0
57,11,15.0,2.797115291190978,0.9174,1.2826,0,2,1,25,2,23.9,0,0,0,0
58,11,15.0,2.759593793940161,0.3876075,2.63097,0,5,1,22,2,21.1,0,0,0,0
59,11,15.0,3.0853632369229356,2.073464,4.19796,0,5,1,34,2,33.9,0,0,0,0
59,11,3.0,2.5689952186268696,0.68991,4.4213445,0,4,1,21,2,11.3,0,0,0,0
60,11,15.0,3.0534149632565373,2.073464,3.627078,0,5,1,22,2,29.7,0,0,0,0
61,11,15.0,3.361671331542302,2.073464,2.63835,0,3,1,30,2,33.9,0,0,0,0
61,11,15.0,2.08213820289468,0.3876075,1.350375,0,3,0,20,2,11.3,0,0,0,0
61,11,15.0,3.562847983025631,2.073464,2.3258,0,5,1,22,2,33.9,0,0,0,0
62,11,15.0,3.339849707146771,2.073464,4.4213445,0,5,1,36,2,33.9,0,0,0,0
62,11,5.0,2.8938831177615123,1.74582,3.97818,1,2,0,22,2,25.6,0,0,0,0
63,11,15.0,3.6682748011826987,2.073464,4.4213445,1,5,1,33,2,33.9,0,0,0,0
63,11,15.0,2.287575489231605,0.3876075,1.35252,0,2,1,37,2,11.3,0,0,0,0
63,11,15.0,2.4087501327041116,0.529452,0.9823265,0,5,0,25,2,12.5,0,0,0,0
63,11,13.0,3.0329925585919573,1.86396,4.01604,0,5,1,29,2,33.9,0,0,0,0
64,11,15.0,3.269457855626535,1.73594,4.4213445,0,5,0,33,2,33.9,0,0,0,0
65,11,4.0,2.381023211425735,0.463155,0.9823265,0,4,0,19,2,11.3,0,0,0,0
66,11,15.0,2.506543444863037,0.3876075,1.463904,0,3,0,27,2,11.3,0,0,0,0
67,11,15.0,3.018800752574748,2.073464,4.4213445,0,4,1,15,2,33.9,0,0,0,0
67,11,13.0,2.884117573346206,2.073464,4.4213445,0,2,0,17,2,24.6,0,0,0,0
68,11,15.0,2.6738836288689836,0.74298,3.52702,0,3,0,26,2,13.9,0,0,0,0
70,11,15.0,2.351708521806686,0.79508,1.98492,0,2,1,26,2,11.3,0,0,0,0
71,11,9.0,1.9722154322948249,0.3876075,0.9823265,0,4,0,30,2,11.3,0,0,0,0
72,11,15.0,2.2523032588823373,1.704726,1.049274,0,5,1,50,2,11.3,0,0,0,0
72,11,15.0,3.3300920970241816,2.073464,3.342689,0,5,1,18,2,33.9,0,0,0,0
73,11,15.0,3.477432049885236,2.073464,4.4213445,0,3,1,36,2,33.9,0,0,0,0
73,11,15.0,2.0298559693409404,0.3876075,0.9823265,0,5,0,19,2,11.3,0,0,0,0
73,11,13.0,1.8360113070546324,0.3876075,1.853478,0,2,0,32,2,11.3,0,0,0,0
74,11,15.0,2.5282575874854296,0.603801,2.285199,0,4,1,48,2,11.3,0,0,0,0
75,11,15.0,2.351708521806686,0.54,1.62,0,2,0,29,2,11.3,0,0,0,0
75,11,15.0,3.717075090330013,2.073464,4.4213445,0,3,1,25,2,33.9,0,0,0,0
76,11,15.0,2.7463679525813456,1.66704,1.09296,0,5,1,33,2,11.3,0,0,0,0
76,11,15.0,2.549051568126432,2.058924,1.497076,0,5,0,3,2,13.5,0,0,0,0
76,11,15.0,2.2145185330389654,0.3876075,1.27528,0,5,1,41,2,11.3,0,0,0,0
77,11,15.0,2.3206286159024154,0.866286,2.040714,0,2,0,18,2,11.3,0,0,0,0
78,11,15.0,2.549051568126432,1.635424,1.108576,0,5,0,36,2,15.8,0,0,0,0
78,11,10.0,2.641421570789816,0.845064,3.510936,0,2,1,15,2,15.8,0,0,0,0
78,11,11.0,2.0298559693409404,0.3876075,1.44054,0,4,1,43,2,11.3,0,0,0,0
78,11,15.0,2.435041821647632,0.3876075,1.351296,0,4,0,44,2,12.8,0,0,0,0
79,11,6.0,2.08213820289468,1.097967,0.9823265,0,3,0,24,2,11.3,0,0,0,0
79,11,15.0,2.2523032588823373,0.3876075,0.9823265,0,3,1,46,2,11.3,0,0,0,0
18,12,2.0,2.1299186755973434,0.3876075,1.224496,1,1,0,0,2,11.3,1,0,0,0
18,12,2.0,2.3206286159024154,0.3876075,0.9823265,1,1,0,0,2,11.3,1,0,0,0
19,12,2.0,2.3206286159024154,0.3876075,1.40049,1,1,0,0,2,11.3,1,0,0,0
19,12,2.0,2.2145185330389654,1.0192,1.0608,1,2,0,0,2,11.3,1,0,0,0
19,12,2.0,2.287575489231605,2.013444,1.694556,1,1,1,0,2,11.3,1,0,0,0
20,12,2.0,2.381023211425735,0.3876075,0.9823265,1,1,1,0,2,11.3,1,0,0,0
20,12,2.0,2.381023211425735,0.3876075,1.313928,1,1,1,1,2,11.3,1,0,0,0
20,12,2.0,2.287575489231605,1.245888,0.9823265,1,1,0,0,2,11.3,1,0,0,0
20,12,2.0,2.4087501327041116,0.3876075,1.837594,1,1,1,1,2,11.4,1,0,0,0
21,12,2.0,2.46003030879136,1.435608,2.332392,1,1,1,2,2,18.1,1,0,0,0
21,12,2.0,2.173867546507328,0.3876075,0.9823265,0,2,1,1,2,11.3,1,0,0,0
22,12,2.0,2.351708521806686,0.98318,1.19682,1,4,1,0,2,11.8,1,0,0,0
22,12,2.0,2.381023211425735,0.3876075,0.9823265,0,1,1,2,2,11.3,1,0,0,0
23,12,2.0,2.4087501327041116,0.3876075,1.224608,1,2,1,4,2,11.3,1,0,0,0
23,12,2.0,2.4087501327041116,0.3876075,0.9823265,0,1,1,1,2,11.3,1,0,0,0
23,12,2.0,2.351708521806686,0.47508,1.74492,0,3,0,1,2,11.3,1,0,0,0
23,12,2.0,2.46003030879136,0.75096,0.9823265,0,2,0,3,2,13.5,1,0,0,0
24,12,2.0,2.3206286159024154,0.791122,3.350878,0,3,0,4,2,11.3,1,0,0,0
24,12,4.0,2.381023211425735,0.3876075,0.9823265,0,4,0,1,2,11.3,1,0,0,0
24,12,2.0,2.3206286159024154,0.3876075,0.9823265,0,1,1,4,2,11.3,1,0,0,0
24,12,3.0,2.1299186755973434,0.3876075,0.9823265,1,5,0,3,2,11.3,1,0,0,0
24,12,2.0,2.435041821647632,1.03983,0.9823265,0,4,0,3,2,13.1,1,0,0,0
25,12,3.0,2.3206286159024154,1.054044,1.491956,1,1,1,2,2,11.3,1,0,0,0
26,12,6.0,2.506543444863037,1.587456,0.9823265,0,5,0,2,2,15.9,1,0,0,0
26,12,2.0,2.2523032588823373,0.3876075,1.006128,0,1,0,3,2,11.3,1,0,0,0
26,12,5.0,2.5689952186268696,1.169686,0.9823265,0,3,1,2,2,11.4,1,0,0,0
27,12,2.0,2.46003030879136,0.3876075,0.9823265,0,1,1,2,2,11.3,1,0,0,0
28,12,6.0,2.657931590812515,0.3876075,0.9823265,0,4,1,5,2,16.1,1,0,0,0
28,12,9.0,2.8089624323150884,1.11132,4.4213445,1,4,1,7,2,21.1,1,0,0,0
28,12,2.0,2.5282575874854296,0.3876075,0.9823265,1,3,0,7,2,18.5,1,0,0,0
28,12,2.0,2.46003030879136,0.3876075,1.152,0,4,1,6,2,11.3,1,0,0,0
28,12,2.0,2.3206286159024154,0.449616,0.9823265,1,5,0,5,2,11.3,1,0,0,0
28,12,5.0,2.381023211425735,0.3876075,1.20015,1,3,1,8,2,11.8,1,0,0,0
29,12,3.0,2.732749924868649,1.939938,1.063062,1,2,0,2,2,16.8,1,0,0,0
29,12,2.0,2.381023211425735,0.3876075,0.9823265,0,3,1,7,2,11.5,1,0,0,0
30,12,4.0,2.5881508887538,0.64077,0.9823265,0,1,1,6,2,16.5,1,0,0,0
31,12,2.0,2.287575489231605,0.662904,0.9823265,1,3,1,5,2,11.3,1,0,0,0
31,12,8.0,2.46003030879136,1.504704,1.759296,1,3,1,9,2,11.3,1,0,0,0
32,12,2.0,2.5689952186268696,0.469278,2.227722,0,4,0,8,2,14.0,1,0,0,0
32,12,3.0,2.173867546507328,1.08675,1.16325,1,2,1,12,2,11.3,1,0,0,0
32,12,5.0,2.657931590812515,0.3876075,0.9823265,0,3,1,10,2,20.7,1,0,0,0
32,12,4.0,2.6893116971750457,0.3876075,2.86416,0,2,1,9,2,16.1,1,0,0,0
32,12,11.0,2.506543444863037,0.3876075,1.001806,0,4,1,11,2,11.3,1,0,0,0
33,12,6.0,2.759593793940161,0.713031,0.9823265,0,4,1,2,2,19.1,1,0,0,0
34,12,2.0,2.6738836288689836,2.073464,1.72445,1,3,1,8,2,16.2,1,0,0,0
35,12,12.0,2.9219351260234374,1.454544,4.4213445,0,3,0,13,2,33.9,1,0,0,0
36,12,9.0,2.506543444863037,0.883844,0.9823265,0,3,0,5,2,12.8,1,0,0,0
37,12,2.0,2.506543444863037,0.9828,0.9823265,0,1,1,12,2,14.9,1,0,0,0
37,12,12.0,2.704246861378462,1.27872,4.4213445,0,4,1,16,2,15.9,1,0,0,0
38,12,2.0,2.6243162309641788,0.597632,4.4213445,0,2,0,15,2,18.5,1,0,0,0
39,12,5.0,3.3200738081569137,2.073464,4.4213445,0,5,1,12,2,33.9,1,0,0,0
39,12,10.0,2.784949218215684,0.953568,2.830432,0,5,0,17,2,15.7,1,0,0,0
39,12,2.0,2.820505816466207,1.557836,2.214164,0,1,0,13,2,30.2,1,0,0,0
43,12,15.0,3.163435680457179,2.073464,3.570336,0,3,1,19,2,33.9,1,0,0,0
43,12,5.0,2.6065744664362365,0.3876075,0.9823265,0,1,0,13,2,15.7,1,0,0,0
43,12,10.0,3.1262798884864935,2.073464,3.997125,0,5,1,13,2,33.9,1,0,0,0
45,12,14.0,3.1880079761019804,2.073464,4.4213445,0,2,1,25,2,33.7,1,0,0,0
45,12,3.0,2.8639109822820368,0.3876075,1.0281,0,3,0,21,2,28.2,1,0,0,0
46,12,4.0,2.704246861378462,0.3876075,0.9823265,0,2,1,10,2,13.4,1,0,0,0
46,12,4.0,2.5282575874854296,0.3876075,1.22985,0,1,0,13,2,15.3,1,0,0,0
46,12,8.0,2.704246861378462,0.3876075,0.9823265,0,2,0,20,2,19.7,1,0,0,0
47,12,8.0,3.339849707146771,2.073464,4.4213445,1,5,0,4,2,33.9,1,0,0,0
47,12,11.0,2.9482834511749685,1.562792,1.741208,1,2,1,4,2,24.6,1,0,0,0
47,12,13.0,3.07287928386884,2.073464,4.4213445,0,2,0,16,2,33.9,1,0,0,0
47,12,2.0,2.46003030879136,0.843648,1.652352,0,1,1,19,2,13.6,1,0,0,0
48,12,7.0,2.8534502238266977,2.073464,3.275405,0,1,1,16,2,24.4,1,0,0,0
49,12,15.0,2.8741300447498843,2.073464,4.4213445,0,5,0,21,2,22.2,1,0,0,0
49,12,15.0,2.9482834511749685,0.3876075,4.056014,0,3,1,23,2,27.8,1,0,0,0
50,12,2.0,2.6065744664362365,0.3876075,0.9823265,0,1,1,9,2,13.7,1,0,0,0
50,12,15.0,2.8741300447498843,0.887655,2.121345,0,4,1,18,2,16.6,1,0,0,0
