creddebt,othdebt,default,homeown,address,cars,carvalue,edcat3,edcat4,edcat5,income
0.481344,0.990656,0,1,12,6,33.9,0,0,0,2.988894688880724
1.16145,1.50855,0,0,6,2,14.0,0,0,1,2.5881508887538
0.6048,1.0752,0,1,38,1,11.3,1,0,0,2.2145185330389654
0.998324,1.574676,1,1,3,2,13.5,0,0,1,2.6065744664362365
1.791244,3.129756,0,0,11,2,11.3,0,0,0,2.3206286159024154
2.073464,4.4213445,0,1,51,1,33.9,0,0,1,3.635321606518602
2.073464,0.9823265,0,0,20,3,33.9,0,0,0,3.103404238756444
1.948752,0.9823265,1,1,14,2,17.2,0,1,0,2.5282575874854296
0.55968,1.18932,0,1,14,4,28.4,1,0,0,2.8938831177615123
1.199528,2.584472,1,0,0,2,11.3,0,0,0,2.408750132704112
0.3876075,0.9823265,0,1,16,2,11.3,0,0,0,1.9722154322948249
0.92862,2.53638,0,1,30,3,18.8,0,0,0,2.673883628868984
0.3876075,1.301868,0,0,17,2,13.3,0,0,0,2.5689952186268696
1.291992,2.849008,0,0,21,2,18.2,0,1,0,2.759593793940161
1.17936,2.60064,0,1,5,1,11.3,1,0,0,2.549051568126432
1.239776,3.318224,0,1,10,6,24.4,0,0,0,2.784949218215684
0.53874,4.4213445,1,1,11,2,30.8,0,1,0,3.0534149632565373
0.64824,2.31176,0,1,37,2,11.7,0,0,0,2.351708521806686
2.073464,4.4213445,0,1,15,1,26.3,0,1,0,2.996572017704461
2.073464,3.037968,1,1,3,1,16.1,0,0,1,2.657931590812515
2.073464,3.4776,0,0,18,1,33.9,0,0,0,3.066492470991257
0.618033,0.9823265,0,1,1,3,24.6,0,1,0,2.8938831177615123
2.073464,4.4213445,0,0,13,1,33.9,0,1,0,3.158333840277581
1.900626,2.701374,1,1,17,3,13.4,1,0,0,2.732749924868649
1.731384,4.4213445,0,1,25,4,19.2,0,0,0,2.6893116971750457
1.35513,4.31487,1,1,9,5,33.9,0,1,0,3.103404238756444
0.811008,1.492992,1,1,3,5,11.3,0,1,0,2.0298559693409404
1.68775,2.23725,0,0,10,2,13.1,1,0,0,2.48383059850252
0.47585,0.9823265,1,0,3,3,18.7,1,0,0,2.48383059850252
0.882414,1.223586,0,0,3,2,11.9,0,0,0,2.5282575874854296
0.68727,0.9823265,0,1,3,3,11.3,0,0,0,2.173867546507328
0.3876075,1.243448,1,0,5,3,11.3,0,0,0,2.2523032588823373
0.3876075,0.9823265,1,0,0,1,11.3,0,0,0,2.2145185330389654
0.702,1.458,1,1,7,5,25.3,0,0,1,3.153166054214132
1.847307,0.9823265,0,0,28,1,11.3,0,0,0,1.9722154322948249
2.073464,4.4213445,0,0,30,2,33.9,0,0,0,3.445229294877321
0.3876075,0.9823265,0,1,22,4,29.1,0,0,0,3.0259567506545086
2.058924,1.497076,0,0,3,2,13.5,0,0,0,2.549051568126432
0.736736,4.047264,0,1,18,4,30.8,0,0,0,2.884117573346206
2.073464,4.4213445,1,0,11,3,33.9,1,0,0,3.3462160746446403
0.3876075,2.435048,0,1,4,1,14.8,1,0,0,2.797115291190978
0.3876075,1.525992,0,1,21,2,14.5,0,0,0,2.506543444863037
0.3876075,0.9823265,0,1,1,4,11.3,1,0,0,2.2145185330389654
1.676472,1.179528,0,0,47,2,11.3,0,1,0,2.1299186755973434
0.3876075,0.9823265,0,1,2,3,12.3,0,1,0,2.435041821647632
0.3876075,0.9823265,0,0,42,3,11.3,0,0,0,1.8360113070546324
0.77894,0.9823265,1,1,1,2,11.3,0,0,0,2.2523032588823373
0.724224,1.483776,1,1,7,2,12.2,0,0,0,2.46003030879136
2.073464,4.4213445,1,1,6,1,33.9,1,0,0,3.131802584847892
1.825928,3.218072,1,1,19,4,25.7,1,0,0,2.884117573346206
0.603801,2.285199,0,1,48,2,11.3,0,0,0,2.5282575874854296
0.882894,4.4213445,0,1,43,3,33.9,0,1,0,3.1880079761019804
0.454784,4.4213445,0,1,37,4,33.9,0,1,0,3.018800752574748
0.395076,2.597924,0,0,16,2,15.4,0,1,0,2.759593793940161
0.895356,1.876644,0,1,13,1,16.9,0,0,1,2.772447904688752
2.073464,4.4213445,0,0,26,1,33.9,0,0,0,3.2156106593820404
2.073464,0.9823265,0,0,27,2,20.0,0,1,0,2.6893116971750457
0.3876075,0.9823265,0,1,27,1,11.3,0,0,0,2.1299186755973434
2.073464,4.4213445,0,0,12,1,33.3,0,0,0,2.9127836720760665
2.073464,4.4213445,1,1,15,1,33.2,1,0,0,2.8741300447498843
0.720875,1.104125,1,1,0,1,11.3,0,0,0,2.48383059850252
1.04058,1.41942,0,0,30,4,24.1,0,1,0,2.956720021331736
2.073464,4.4213445,0,0,17,1,33.9,0,1,0,3.313243636299805
0.399456,4.4213445,0,1,38,4,22.8,0,0,0,2.7187175674665944
0.469395,0.9823265,0,0,21,4,11.3,0,0,0,1.8360113070546324
1.73999,2.95001,0,1,12,1,17.1,0,0,1,2.673883628868984
0.7644,1.6856,0,0,18,1,33.9,0,0,0,3.0329925585919573
2.073464,4.4213445,0,1,32,3,33.9,1,0,0,3.109245011857629
2.073464,4.4213445,1,1,18,1,33.9,0,0,1,3.532287883869476
0.3876075,0.9823265,0,1,6,3,12.4,1,0,0,2.48383059850252
2.073464,2.343033,1,1,1,2,14.9,0,0,0,2.435041821647632
0.789488,1.338512,1,1,1,1,11.3,0,0,0,2.1299186755973434
2.073464,4.4213445,0,1,20,3,33.9,0,0,0,3.3300920970241816
1.37379,4.4213445,0,1,34,2,24.5,0,0,0,2.9127836720760665
1.589952,4.4213445,0,1,30,2,33.9,1,0,0,3.4329869820904726
1.972152,1.555848,0,1,14,1,33.9,0,0,1,3.192744828100693
2.073464,3.01824,1,0,7,1,18.0,0,0,0,2.8089624323150884
0.3876075,0.9823265,0,0,13,2,11.3,0,0,0,2.3206286159024154
0.474721,0.9823265,0,1,23,5,11.3,0,1,0,2.08213820289468
0.60192,0.9823265,0,0,46,3,11.3,0,0,0,2.2145185330389654
0.830496,1.137504,0,1,14,5,18.2,0,1,0,2.759593793940161
0.7958,0.9823265,0,1,8,3,11.3,0,1,0,2.351708521806686
0.3876075,0.9823265,0,1,19,2,29.5,0,0,0,3.085363236922936
0.3876075,1.233214,1,0,3,2,11.3,0,0,0,2.3206286159024154
0.897056,3.726944,0,0,16,2,33.9,0,0,0,3.018800752574748
0.5032,4.4213445,0,1,20,4,33.9,0,0,0,3.126279888486493
1.5012,4.4213445,0,1,16,2,32.0,0,1,0,3.237214610122789
1.518804,2.597196,0,1,44,2,33.5,1,0,0,3.120680732210223
2.073464,4.4213445,1,1,16,6,33.9,0,1,0,3.066492470991257
2.073464,4.4213445,1,1,20,2,27.0,0,1,0,3.0534149632565373
1.220656,1.631344,0,1,10,2,24.9,0,0,1,2.820505816466207
0.3876075,1.74865,0,0,21,2,11.3,1,0,0,1.9080988606101053
0.3876075,1.73008,0,0,12,4,11.3,0,0,0,2.408750132704112
0.712008,0.9823265,0,1,4,1,15.8,0,0,0,2.6065744664362365
0.3876075,0.9823265,0,1,36,1,11.3,0,0,0,2.173867546507328
0.3876075,1.119751,0,0,19,2,16.4,0,0,0,2.759593793940161
2.073464,4.4213445,1,1,7,2,20.2,0,1,0,3.158333840277581
2.073464,4.4213445,0,1,41,2,33.9,0,0,0,3.4730064354608032
0.3876075,1.0944,0,1,48,3,11.3,0,0,0,1.9080988606101053
0.491596,0.9823265,0,1,50,2,11.3,0,1,0,2.1299186755973434
1.7388,3.6612,0,0,29,5,23.5,1,0,0,2.9034356629117
2.073464,1.9788,0,1,23,2,15.4,0,0,0,2.5881508887538
2.073464,4.4213445,0,1,21,1,33.9,0,0,1,3.5558983203274166
1.472328,4.4213445,1,1,0,4,15.5,1,0,0,2.732749924868649
0.631904,0.9823265,0,1,16,1,16.8,0,0,0,2.6065744664362365
0.571692,4.4213445,0,1,10,2,33.9,0,1,0,3.0041125352652767
0.870264,4.4213445,0,1,21,2,18.1,0,0,0,2.657931590812515
0.3876075,0.9823265,0,1,47,2,11.3,1,0,0,1.9722154322948249
0.3876075,0.9823265,0,1,7,6,11.5,0,0,0,2.48383059850252
2.073464,4.04376,0,0,3,1,21.5,1,0,0,2.7463679525813456
0.539784,2.673216,0,1,9,2,17.1,0,1,0,2.5282575874854296
1.110456,1.751544,1,0,0,3,11.3,1,0,0,2.287575489231605
2.073464,4.4213445,0,1,26,1,31.5,0,0,0,2.9127836720760665
1.46095,1.58905,1,1,8,2,30.0,0,1,0,2.964993841844477
1.138074,4.4213445,0,1,18,3,33.9,0,0,0,3.192744828100693
1.188148,2.607852,1,1,2,1,11.3,0,0,0,2.506543444863037
0.458136,4.077864,0,1,29,1,33.9,0,0,1,3.237214610122789
1.857744,1.334256,1,1,2,1,11.3,0,0,0,2.381023211425735
1.468656,0.9823265,0,1,6,4,28.7,0,1,0,3.0467182124453904
0.3876075,1.0634,0,0,11,2,33.9,1,0,0,2.884117573346206
1.646875,4.4213445,0,1,24,3,33.9,0,1,0,3.126279888486493
0.3876075,0.9823265,0,1,4,2,11.3,0,1,0,2.2145185330389654
2.073464,4.4213445,0,0,20,1,27.7,0,0,0,2.8639109822820368
2.073464,4.0719,1,1,1,4,17.9,0,0,0,2.673883628868984
2.073464,1.673325,1,1,1,1,12.0,0,0,0,2.48383059850252
0.3876075,4.4213445,0,0,16,1,20.8,0,0,0,2.7463679525813456
2.073464,3.459976,0,0,31,1,18.9,0,0,0,2.7187175674665944
0.8631,1.2369,0,1,28,3,33.9,1,0,0,2.956720021331736
2.073464,4.4213445,0,1,17,3,33.9,0,1,0,3.1684731195000446
0.3876075,0.9823265,0,0,1,2,11.3,0,1,0,2.381023211425735
0.9261,4.4213445,0,0,8,2,12.8,0,0,0,2.549051568126432
2.073464,4.4213445,0,1,17,1,33.9,0,1,0,2.988894688880724
0.66528,0.9823265,0,0,4,1,11.3,0,0,0,2.0298559693409404
1.129128,4.4213445,0,1,28,2,33.9,0,0,0,3.085363236922936
0.8091,0.9823265,0,1,12,4,11.3,0,0,0,2.5689952186268696
1.646736,1.601264,1,0,2,2,21.2,0,1,0,2.9396780889085123
0.3876075,0.9823265,0,1,10,1,15.8,1,0,0,2.5881508887538
0.3876075,0.9823265,1,1,18,4,11.3,0,0,0,2.46003030879136
1.06005,4.4213445,0,0,30,4,33.9,0,0,0,3.24962335816609
0.3876075,0.9823265,1,1,1,3,11.3,1,0,0,2.351708521806686
0.3876075,0.9823265,0,1,4,5,11.3,0,0,0,2.2523032588823373
1.847995,2.605005,0,1,28,1,30.2,1,0,0,3.0534149632565373
0.3876075,0.9823265,0,0,16,6,33.9,0,1,0,3.0534149632565373
1.642914,2.998086,0,1,8,2,24.9,0,1,0,2.8741300447498843
2.073464,3.615084,0,1,55,3,33.9,0,0,1,3.457067216251704
0.95472,2.10528,0,1,16,4,28.4,0,1,0,2.8741300447498843
1.062075,0.9823265,1,1,8,3,19.9,1,0,0,2.8741300447498843
1.229904,2.982096,0,1,12,6,33.9,0,0,1,3.399067335800177
0.979668,0.9823265,0,0,24,1,11.3,1,0,0,2.287575489231605
0.3876075,1.387728,0,1,37,6,33.9,0,0,0,3.0467182124453904
1.245888,0.9823265,1,0,0,2,11.3,0,0,0,2.287575489231605
2.073464,3.03576,1,0,2,3,17.8,0,0,1,2.7463679525813456
0.3876075,1.821456,0,0,0,2,11.3,0,0,0,2.2145185330389654
2.073464,3.043425,1,1,26,1,19.0,0,1,0,2.6065744664362365
0.698975,1.126025,0,1,45,3,12.4,0,0,0,2.48383059850252
0.3876075,1.139236,0,1,2,1,16.6,0,1,0,2.435041821647632
0.3876075,0.9823265,0,1,39,2,11.3,1,0,0,1.8360113070546324
0.3876075,3.143322,0,0,16,3,23.8,0,0,0,2.7187175674665944
0.91854,3.94146,0,1,36,4,19.2,0,0,0,2.8089624323150884
1.195236,1.408764,0,0,14,5,15.7,0,1,0,2.549051568126432
0.67473,0.9823265,0,0,0,3,11.7,0,0,0,2.381023211425735
1.499904,1.848096,0,0,18,1,12.6,0,0,0,2.5282575874854296
0.41055,1.37445,0,1,13,2,11.3,1,0,0,2.381023211425735
0.852012,1.205988,1,0,0,3,11.3,0,0,0,2.1299186755973434
1.217348,0.9823265,0,1,6,1,11.9,0,1,0,2.408750132704112
2.073464,4.4213445,1,1,5,3,33.9,0,1,0,3.336625356822771
0.3876075,1.8039,1,1,2,1,11.4,1,0,0,2.549051568126432
0.3876075,1.58598,0,0,33,3,13.3,0,0,0,2.408750132704112
2.073464,1.437072,0,0,33,4,19.8,0,1,0,2.8534502238266977
0.3876075,0.9823265,0,1,5,2,11.3,0,1,0,2.435041821647632
0.41385,4.23615,0,1,16,3,13.1,0,1,0,2.5881508887538
2.073464,4.4213445,0,0,14,4,33.9,0,0,0,3.109245011857629
1.66098,3.69702,0,0,17,1,15.8,0,0,0,2.7187175674665944
0.55944,1.60056,1,1,6,1,26.9,0,1,0,2.842736942103692
2.073464,4.4213445,0,1,15,2,33.9,0,0,0,3.528507637859511
0.3876075,0.9823265,0,1,23,3,33.9,0,0,0,3.097478579611526
0.850889,0.9823265,1,0,2,2,13.9,0,1,0,2.5689952186268696
2.073464,2.040153,0,0,16,2,23.5,1,0,0,2.8741300447498843
0.594048,1.309952,0,1,25,2,28.6,0,0,0,2.9219351260234374
0.46116,2.95484,0,0,17,4,13.7,0,0,0,2.549051568126432
2.073464,4.4213445,1,0,12,2,27.5,0,0,0,2.772447904688752
0.768056,3.943944,0,1,12,2,33.9,1,0,0,3.07287928386884
0.489216,4.4213445,0,1,26,2,21.9,1,0,0,2.842736942103692
0.3876075,0.9823265,0,1,2,2,11.3,0,0,0,2.381023211425735
1.368576,3.815424,0,1,7,3,33.0,0,1,0,3.0467182124453904
0.3876075,4.287042,0,0,22,1,13.6,0,0,0,2.704246861378462
0.8358,3.3642,0,1,6,1,12.3,0,1,0,2.7463679525813456
0.3876075,0.9823265,0,1,29,1,21.5,0,0,0,2.7463679525813456
1.2672,0.9823265,0,1,25,1,11.3,0,0,0,2.7463679525813456
1.34354,2.06646,0,1,25,3,28.5,1,0,0,2.9127836720760665
0.3876075,0.9823265,0,1,18,3,19.9,0,0,0,2.8089624323150884
1.64205,0.9823265,0,0,13,3,16.3,0,0,0,2.759593793940161
0.3876075,0.9823265,0,0,14,3,33.9,0,0,0,2.973110644253181
0.59616,1.61184,0,0,14,3,18.4,0,0,0,2.6243162309641788
2.073464,4.4213445,0,1,25,2,33.9,0,0,0,3.3166741919469818
0.3876075,0.9823265,0,0,13,2,30.8,0,0,0,2.988894688880724
1.68646,1.49554,0,1,23,1,15.5,1,0,0,2.784949218215684
0.784294,4.4213445,1,1,8,2,33.9,0,1,0,2.8938831177615123
0.3876075,1.82376,0,0,5,1,21.0,0,0,0,2.5881508887538
0.3876075,1.666224,0,1,6,3,11.3,0,0,0,2.381023211425735
0.3876075,4.4213445,0,1,28,1,33.9,0,0,0,3.1479307227755298
0.631098,1.786902,0,0,12,4,15.1,0,0,0,2.6065744664362365
1.209312,2.768688,0,0,27,2,25.2,0,1,0,2.8741300447498843
0.3876075,0.9823265,0,1,23,3,33.9,0,0,0,3.382278869740197
1.609272,4.4213445,1,0,8,2,24.6,0,0,0,2.973110644253181
1.425408,4.4213445,0,1,31,2,33.9,0,1,0,3.183213706404368
0.616896,2.647104,0,1,3,1,33.9,0,1,0,2.988894688880724
1.00068,2.71932,0,1,10,2,11.3,0,1,0,2.351708521806686
0.3876075,0.9823265,0,0,1,3,13.0,1,0,0,2.5282575874854296
2.073464,4.4213445,1,1,27,2,33.9,0,1,0,3.3676775100712217
1.430784,4.4213445,0,1,20,4,33.9,0,1,0,3.3462160746446403
0.3876075,0.9823265,1,0,3,3,11.3,0,1,0,2.2145185330389654
1.52082,3.83418,1,0,5,2,23.4,0,1,0,2.8089624323150884
2.073464,4.4213445,1,1,28,2,33.9,1,0,0,2.9482834511749685
0.720616,0.9823265,0,1,39,1,13.6,1,0,0,2.506543444863037
1.773486,1.944514,0,0,19,2,17.3,0,0,0,2.506543444863037
0.6864,2.6136,1,0,6,4,12.5,0,0,1,2.5881508887538
0.3876075,0.9823265,1,0,0,2,11.3,0,0,0,2.3206286159024154
0.5375,0.9823265,0,0,14,2,11.3,0,0,0,2.48383059850252
0.3876075,2.406372,0,1,16,2,21.8,1,0,0,2.759593793940161
2.073464,3.497932,0,0,31,1,20.9,0,0,0,2.820505816466207
1.790508,4.4213445,0,1,22,2,24.6,0,0,0,3.0115206977931366
0.3876075,1.6236,0,1,7,1,14.3,0,0,0,2.8089624323150884
1.415828,1.780172,0,0,13,2,15.2,1,0,0,2.657931590812515
0.3876075,0.9823265,0,1,2,1,11.3,0,0,0,2.351708521806686
2.073464,4.4213445,1,0,8,3,33.9,0,1,0,3.291980134822148
1.062048,3.721952,0,1,8,3,19.7,0,1,0,2.820505816466207
0.72072,0.9823265,0,1,21,1,14.9,0,0,0,2.506543444863037
1.3409,1.1891,0,0,1,1,12.4,0,0,0,2.408750132704112
0.799452,1.108548,0,0,27,1,12.5,0,1,0,2.287575489231605
2.073464,1.617792,1,0,3,4,18.6,0,0,0,2.641421570789816
2.073464,1.6428,0,1,18,3,33.9,0,1,0,3.24962335816609
2.073464,4.4213445,0,0,22,1,33.9,0,1,0,3.1684731195000446
2.073464,4.25334,0,1,21,1,30.8,0,0,0,2.93089755856381
1.116224,4.099776,0,1,5,4,17.5,1,0,0,2.6243162309641788
1.62,0.9823265,0,0,9,3,11.3,0,0,0,2.5282575874854296
0.74601,3.85899,0,0,22,2,33.9,0,1,0,3.6720153592925096
0.3876075,0.9823265,0,1,40,2,11.3,0,1,0,1.8360113070546324
0.601083,3.487917,0,0,13,3,11.3,0,0,0,2.5689952186268696
2.073464,2.930256,0,0,15,5,29.6,0,0,0,2.9034356629117
1.066464,0.9823265,0,0,1,4,15.0,1,0,0,2.381023211425735
2.073464,4.4213445,0,1,43,3,20.5,0,0,0,2.8089624323150884
1.48749,0.9823265,0,0,17,1,11.3,0,0,0,1.9080988606101053
0.89947,4.39153,1,1,4,1,19.9,0,0,0,2.704246861378462
0.561924,0.9823265,0,0,18,4,20.4,0,1,0,2.797115291190978
1.250928,0.9823265,0,1,9,1,33.9,0,0,0,3.0534149632565373
0.3876075,1.59354,0,1,9,2,30.9,0,1,0,2.8089624323150884
0.3876075,1.001088,1,0,1,2,11.3,1,0,0,2.287575489231605
0.883844,0.9823265,0,0,5,2,12.8,0,0,0,2.506543444863037
2.073464,4.4213445,1,1,11,2,33.9,0,0,1,3.323442998763712
0.3876075,0.9823265,1,0,11,2,12.4,0,1,0,2.506543444863037
2.073464,2.5783,0,1,36,2,33.9,1,0,0,3.2771136568201533
2.073464,1.683648,0,1,11,3,18.6,0,0,1,2.704246861378462
0.671424,0.9823265,0,1,1,2,11.3,0,0,0,2.2145185330389654
0.999999,3.329001,0,0,13,3,20.9,0,0,0,2.732749924868649
0.620585,0.9823265,0,1,0,2,11.3,0,0,0,2.2523032588823373
2.073464,4.4213445,0,1,17,3,33.9,0,0,0,3.370644403203526
2.073464,4.4213445,1,0,18,3,33.9,0,0,0,3.131802584847892
0.3876075,0.9823265,0,0,1,2,12.3,0,0,0,2.435041821647632
0.52374,1.28226,1,0,0,2,11.3,1,0,0,2.1299186755973434
2.073464,1.30944,1,0,8,1,15.8,1,0,0,2.5881508887538
1.02564,4.15436,0,1,13,4,17.8,0,1,0,2.704246861378462
2.073464,3.274848,1,0,5,1,33.9,0,0,0,3.1150031281135577
0.98642,2.19558,1,0,4,1,19.2,0,0,0,2.704246861378462
1.01024,0.9823265,0,0,19,3,17.6,0,0,1,2.673883628868984
0.3876075,4.4213445,0,1,21,3,33.9,0,1,0,3.0329925585919573
0.3876075,0.9823265,0,0,6,4,18.8,0,0,0,2.641421570789816
0.58158,1.03842,0,1,35,3,33.9,0,0,0,3.103404238756444
2.073464,4.4213445,0,1,28,2,33.9,0,0,1,3.2733048743847744
1.089,3.411,0,1,55,4,16.5,0,0,0,2.48383059850252
0.3876075,0.9823265,0,1,32,2,14.5,1,0,0,2.48383059850252
1.697382,4.4213445,0,1,4,1,27.4,0,1,0,2.8741300447498843
1.939938,1.063062,1,0,2,2,16.8,0,0,0,2.732749924868649
0.3876075,0.9823265,0,0,5,3,11.3,0,0,0,2.287575489231605
0.3876075,2.438832,0,0,15,1,33.9,1,0,0,3.299201286430271
2.073464,2.28627,1,0,4,2,11.3,1,0,0,2.381023211425735
0.856992,2.759008,0,1,8,3,19.0,1,0,0,2.6243162309641788
0.474628,3.067372,0,1,53,2,13.5,0,0,0,2.435041821647632
2.073464,4.4213445,0,1,19,1,33.9,0,0,0,3.0600053518353385
0.3876075,0.9823265,0,1,5,2,11.3,1,0,0,2.08213820289468
0.85932,0.9823265,0,1,9,2,33.9,0,1,0,2.973110644253181
0.463752,4.4213445,0,0,14,4,33.9,0,0,0,3.2616462153245807
2.073464,4.390512,0,0,26,2,24.7,0,0,1,2.842736942103692
0.413952,1.698048,0,1,32,2,23.7,1,0,0,2.842736942103692
0.3876075,0.9823265,0,0,17,1,11.3,1,0,0,2.2145185330389654
0.456,2.394,0,1,3,5,17.9,0,1,0,2.5881508887538
2.073464,1.419984,1,0,0,4,11.3,0,0,0,2.46003030879136
0.3876075,0.9823265,0,0,31,1,11.3,0,0,0,2.1299186755973434
2.073464,2.308614,0,1,25,1,33.9,0,0,0,3.0791686310061497
1.39264,2.95936,1,0,4,3,13.9,1,0,0,2.6243162309641788
0.43911,4.4213445,0,0,11,4,33.9,0,0,0,3.280884902213474
0.87978,1.16622,0,1,14,1,12.9,0,1,0,2.6065744664362365
1.66704,1.09296,0,1,33,2,11.3,0,0,0,2.7463679525813456
1.74582,3.97818,1,0,22,2,25.6,0,0,0,2.8938831177615123
1.1853,1.5147,1,1,3,2,11.4,1,0,0,2.48383059850252
0.3876075,0.9823265,0,1,0,2,11.3,0,0,0,2.1299186755973434
1.7799,3.3201,1,0,9,2,19.1,0,0,0,2.8639109822820368
1.8483,4.2517,0,1,13,2,11.3,0,0,0,2.48383059850252
2.073464,4.4213445,0,1,43,5,33.9,0,0,0,3.2020512912789725
2.073464,4.4213445,0,1,21,1,27.7,0,0,0,2.988894688880724
0.3876075,4.4213445,0,1,33,3,33.9,0,1,0,2.956720021331736
0.81969,1.85031,1,1,4,4,16.1,0,0,0,2.5881508887538
0.401968,1.670032,0,0,11,2,20.3,0,1,0,2.549051568126432
0.8466,1.1934,0,1,16,2,18.8,0,0,0,2.7463679525813456
0.3876075,0.9823265,0,0,29,2,11.3,1,0,0,1.8360113070546324
2.073464,4.4213445,1,1,16,4,33.9,1,0,0,3.4616946265611497
0.396,3.564,0,0,2,2,11.3,1,0,0,2.408750132704112
0.4743,1.0557,0,1,13,1,33.9,0,1,0,3.211142728480166
0.3876075,0.9823265,1,0,3,1,13.5,0,0,0,2.46003030879136
0.3876075,0.9823265,0,1,8,3,13.6,0,0,0,2.506543444863037
0.3876075,1.25757,1,1,2,3,11.3,0,1,0,2.287575489231605
0.795271,0.9823265,1,0,1,2,11.3,1,0,0,2.435041821647632
1.40832,1.47168,0,1,24,3,11.3,0,1,0,2.0298559693409404
2.073464,3.379056,1,0,3,3,16.7,0,1,0,2.657931590812515
0.410592,3.255408,0,0,14,1,14.5,1,0,0,2.506543444863037
0.3876075,0.9823265,0,0,1,2,11.3,1,0,0,2.173867546507328
2.073464,1.674688,0,1,39,2,15.0,1,0,0,2.6243162309641788
0.3876075,0.9823265,0,1,8,2,18.9,0,0,1,2.759593793940161
1.42146,3.34854,0,1,32,5,33.9,0,0,0,3.228716143202
0.3876075,0.9823265,0,1,19,2,11.3,0,1,0,2.0298559693409404
1.194165,4.160835,0,0,0,2,19.7,0,0,0,2.8089624323150884
2.073464,2.92656,0,1,17,4,33.9,0,0,0,3.120680732210223
0.3876075,0.9823265,0,0,24,3,11.3,0,0,0,1.8360113070546324
1.097376,0.9823265,0,0,14,5,12.5,0,0,0,2.549051568126432
2.073464,4.4213445,0,1,23,1,33.9,0,1,0,3.183213706404368
0.3876075,1.983744,0,1,36,1,18.5,0,0,0,2.5282575874854296
0.3876075,0.9823265,1,1,5,1,12.8,0,0,0,2.351708521806686
0.3876075,2.835144,1,0,0,3,11.3,0,0,0,2.08213820289468
0.73788,0.9823265,0,0,3,2,11.7,1,0,0,2.408750132704112
1.207357,1.241643,0,1,7,2,13.9,0,1,0,2.6065744664362365
1.42131,3.39669,0,1,13,3,33.9,1,0,0,3.0041125352652767
1.900899,1.102101,0,1,9,4,20.8,0,1,0,2.641421570789816
2.073464,2.825361,1,0,0,4,11.3,0,0,0,2.5282575874854296
2.073464,4.4213445,0,1,20,1,33.9,0,0,1,3.3430464681260568
1.062651,2.376349,0,0,2,2,11.3,1,0,0,2.3206286159024154
0.3876075,0.9823265,1,1,1,1,12.5,0,0,0,2.381023211425735
0.3876075,0.9823265,0,1,7,2,21.6,0,1,0,2.5881508887538
0.76545,1.25955,0,0,10,2,12.4,0,0,0,2.48383059850252
0.3876075,0.9823265,0,1,10,2,11.3,0,0,0,2.2523032588823373
2.073464,4.171392,1,1,25,3,33.9,1,0,0,3.0467182124453904
0.554112,3.189888,0,1,10,1,19.8,0,0,0,2.6243162309641788
0.51612,1.52388,0,1,17,3,12.2,1,0,0,2.351708521806686
2.073464,2.83176,0,0,26,2,17.2,0,0,1,2.93089755856381
0.670582,4.4213445,1,1,13,3,16.3,0,0,0,2.657931590812515
0.44982,0.9823265,0,1,19,2,11.3,0,1,0,2.287575489231605
0.4186,0.9823265,1,0,7,3,11.8,0,0,0,2.673883628868984
0.406334,0.9823265,0,0,8,3,16.3,0,0,0,2.657931590812515
1.32076,0.9823265,0,1,14,2,18.7,0,0,0,2.8938831177615123
2.02566,4.4213445,1,1,5,2,27.3,0,1,0,2.8534502238266977
0.3876075,0.9823265,0,1,8,3,17.1,0,1,0,2.657931590812515
0.726066,0.9823265,0,1,1,3,11.3,0,1,0,2.3206286159024154
2.073464,4.4213445,1,1,3,2,33.9,0,1,0,3.5069469324734976
0.3876075,0.9823265,0,0,0,3,11.3,0,0,0,2.287575489231605
0.3876075,0.9823265,0,1,1,4,11.3,0,0,0,2.408750132704112
2.073464,4.4213445,0,1,22,4,33.9,0,1,0,3.20662330978206
2.073464,2.926152,0,1,12,2,33.9,0,1,0,3.0259567506545086
1.08675,1.16325,1,1,12,2,11.3,0,0,0,2.173867546507328
2.073464,4.4213445,1,1,12,1,20.8,1,0,0,2.8534502238266977
0.3876075,0.9823265,1,0,0,1,11.3,0,0,0,2.173867546507328
0.3876075,1.36747,0,0,37,1,11.3,0,0,0,1.9080988606101053
2.05349,4.4213445,1,1,5,3,14.4,1,0,0,2.5689952186268696
1.6632,3.0888,0,1,21,4,33.9,1,0,0,3.0467182124453904
0.3876075,1.02213,0,0,4,1,18.4,0,0,0,2.5881508887538
0.3876075,0.9823265,1,1,5,2,13.3,0,0,0,2.46003030879136
1.701264,1.514736,1,1,4,2,16.1,0,1,0,2.46003030879136
0.3876075,0.9823265,0,0,2,3,11.3,0,0,0,2.351708521806686
2.073464,4.4213445,1,1,15,4,33.9,1,0,0,3.4987640802510063
0.3876075,0.9823265,1,0,7,2,18.5,0,0,0,2.5282575874854296
1.893192,3.062808,0,0,5,1,11.3,0,0,0,2.381023211425735
2.073464,4.4213445,0,1,40,3,33.9,0,0,0,3.306287587042396
2.073464,4.4213445,1,1,39,2,33.9,0,0,0,3.4639859778007764
0.3876075,0.9823265,0,0,20,2,11.3,0,0,0,1.9722154322948249
0.3876075,0.9823265,0,1,5,3,17.1,1,0,0,2.6065744664362365
1.815072,4.316928,0,0,23,1,33.9,0,1,0,3.0534149632565373
0.3876075,3.848064,0,0,20,2,30.6,0,0,0,2.988894688880724
