yrsempl,creddebt,othdebt,default,jobsat,homeown,address,cars,carvalue,2,3,4,5
15.0,1.791244,3.129756,0,4,0,11,2,11.3,1,0,0,0
15.0,2.073464,4.4213445,0,5,1,51,1,33.9,0,0,0,1
9.0,2.073464,0.9823265,0,4,0,20,3,33.9,1,0,0,0
9.0,1.948752,0.9823265,1,2,1,14,2,17.2,0,0,1,0
15.0,0.55968,1.18932,0,5,1,14,4,28.4,0,1,0,0
2.0,1.199528,2.584472,1,1,0,0,2,11.3,1,0,0,0
15.0,0.3876075,0.9823265,0,4,1,16,2,11.3,1,0,0,0
15.0,0.92862,2.53638,0,4,1,30,3,18.8,1,0,0,0
5.0,0.3876075,1.301868,0,1,0,17,2,13.3,0,0,0,0
6.0,1.291992,2.849008,0,1,0,21,2,18.2,0,0,1,0
2.0,1.17936,2.60064,0,2,1,5,1,11.3,0,1,0,0
3.0,1.239776,3.318224,0,3,1,10,6,24.4,1,0,0,0
5.0,0.53874,4.4213445,1,3,1,11,2,30.8,0,0,1,0
12.0,0.64824,2.31176,0,5,1,37,2,11.7,1,0,0,0
15.0,2.073464,4.4213445,0,3,1,15,1,26.3,0,0,1,0
2.0,2.073464,3.037968,1,3,1,3,1,16.1,0,0,0,1
15.0,2.073464,3.4776,0,5,0,18,1,33.9,0,0,0,0
2.0,0.618033,0.9823265,0,1,1,1,3,24.6,0,0,1,0
15.0,2.073464,4.4213445,0,4,0,13,1,33.9,0,0,1,0
4.0,1.900626,2.701374,1,5,1,17,3,13.4,0,1,0,0
3.0,1.731384,4.4213445,0,4,1,25,4,19.2,0,0,0,0
2.0,1.35513,4.31487,1,1,1,9,5,33.9,0,0,1,0
2.0,0.811008,1.492992,1,2,1,3,5,11.3,0,0,1,0
6.0,1.68775,2.23725,0,3,0,10,2,13.1,0,1,0,0
2.0,0.47585,0.9823265,1,3,0,3,3,18.7,0,1,0,0
2.0,0.882414,1.223586,0,1,0,3,2,11.9,1,0,0,0
2.0,0.68727,0.9823265,0,1,1,3,3,11.3,1,0,0,0
2.0,0.3876075,1.243448,1,2,0,5,3,11.3,0,0,0,0
2.0,0.3876075,0.9823265,1,2,0,0,1,11.3,1,0,0,0
2.0,0.702,1.458,1,1,1,7,5,25.3,0,0,0,1
15.0,1.847307,0.9823265,0,5,0,28,1,11.3,1,0,0,0
15.0,2.073464,4.4213445,0,2,0,30,2,33.9,1,0,0,0
15.0,0.3876075,0.9823265,0,4,1,22,4,29.1,1,0,0,0
15.0,2.058924,1.497076,0,5,0,3,2,13.5,0,0,0,0
15.0,0.736736,4.047264,0,5,1,18,4,30.8,0,0,0,0
5.0,2.073464,4.4213445,1,5,0,11,3,33.9,0,1,0,0
2.0,0.3876075,2.435048,0,3,1,4,1,14.8,0,1,0,0
15.0,0.3876075,1.525992,0,3,1,21,2,14.5,0,0,0,0
2.0,0.3876075,0.9823265,0,2,1,1,4,11.3,0,1,0,0
6.0,1.676472,1.179528,0,2,0,47,2,11.3,0,0,1,0
2.0,0.3876075,0.9823265,0,1,1,2,3,12.3,0,0,1,0
15.0,0.3876075,0.9823265,0,5,0,42,3,11.3,0,0,0,0
2.0,0.77894,0.9823265,1,1,1,1,2,11.3,1,0,0,0
2.0,0.724224,1.483776,1,1,1,7,2,12.2,1,0,0,0
2.0,2.073464,4.4213445,1,2,1,6,1,33.9,0,1,0,0
7.0,1.825928,3.218072,1,4,1,19,4,25.7,0,1,0,0
15.0,0.603801,2.285199,0,4,1,48,2,11.3,0,0,0,0
15.0,0.882894,4.4213445,0,4,1,43,3,33.9,0,0,1,0
11.0,0.454784,4.4213445,0,3,1,37,4,33.9,0,0,1,0
11.0,0.395076,2.597924,0,3,0,16,2,15.4,0,0,1,0
4.0,0.895356,1.876644,0,4,1,13,1,16.9,0,0,0,1
15.0,2.073464,4.4213445,0,4,0,26,1,33.9,0,0,0,0
15.0,2.073464,0.9823265,0,2,0,27,2,20.0,0,0,1,0
15.0,0.3876075,0.9823265,0,3,1,27,1,11.3,1,0,0,0
15.0,2.073464,4.4213445,0,4,0,12,1,33.3,1,0,0,0
2.0,2.073464,4.4213445,1,1,1,15,1,33.2,0,1,0,0
2.0,0.720875,1.104125,1,1,1,0,1,11.3,1,0,0,0
8.0,1.04058,1.41942,0,5,0,30,4,24.1,0,0,1,0
15.0,2.073464,4.4213445,0,3,0,17,1,33.9,0,0,1,0
12.0,0.399456,4.4213445,0,2,1,38,4,22.8,1,0,0,0
7.0,0.469395,0.9823265,0,5,0,21,4,11.3,1,0,0,0
2.0,1.73999,2.95001,0,5,1,12,1,17.1,0,0,0,1
6.0,0.7644,1.6856,0,3,0,18,1,33.9,0,0,0,0
15.0,2.073464,4.4213445,0,2,1,32,3,33.9,0,1,0,0
14.0,2.073464,4.4213445,1,5,1,18,1,33.9,0,0,0,1
4.0,0.3876075,0.9823265,0,1,1,6,3,12.4,0,1,0,0
2.0,2.073464,2.343033,1,1,1,1,2,14.9,1,0,0,0
2.0,0.789488,1.338512,1,1,1,1,1,11.3,1,0,0,0
15.0,2.073464,4.4213445,0,5,1,20,3,33.9,0,0,0,0
15.0,1.37379,4.4213445,0,3,1,34,2,24.5,1,0,0,0
15.0,1.589952,4.4213445,0,3,1,30,2,33.9,0,1,0,0
3.0,1.972152,1.555848,0,1,1,14,1,33.9,0,0,0,1
5.0,2.073464,3.01824,1,4,0,7,1,18.0,1,0,0,0
15.0,0.3876075,0.9823265,0,4,0,13,2,11.3,1,0,0,0
7.0,0.474721,0.9823265,0,2,1,23,5,11.3,0,0,1,0
15.0,0.60192,0.9823265,0,3,0,46,3,11.3,0,0,0,0
6.0,0.830496,1.137504,0,3,1,14,5,18.2,0,0,1,0
2.0,0.7958,0.9823265,0,4,1,8,3,11.3,0,0,1,0
11.0,0.3876075,0.9823265,0,4,1,19,2,29.5,1,0,0,0
2.0,0.3876075,1.233214,1,4,0,3,2,11.3,0,0,0,0
15.0,0.897056,3.726944,0,5,0,16,2,33.9,1,0,0,0
15.0,0.5032,4.4213445,0,5,1,20,4,33.9,0,0,0,0
15.0,1.5012,4.4213445,0,4,1,16,2,32.0,0,0,1,0
9.0,1.518804,2.597196,0,3,1,44,2,33.5,0,1,0,0
11.0,2.073464,4.4213445,1,4,1,16,6,33.9,0,0,1,0
5.0,2.073464,4.4213445,1,5,1,20,2,27.0,0,0,1,0
3.0,1.220656,1.631344,0,4,1,10,2,24.9,0,0,0,1
5.0,0.3876075,1.74865,0,3,0,21,2,11.3,0,1,0,0
4.0,0.3876075,1.73008,0,3,0,12,4,11.3,1,0,0,0
6.0,0.712008,0.9823265,0,4,1,4,1,15.8,1,0,0,0
9.0,0.3876075,0.9823265,0,3,1,36,1,11.3,0,0,0,0
9.0,0.3876075,1.119751,0,3,0,19,2,16.4,0,0,0,0
2.0,2.073464,4.4213445,1,3,1,7,2,20.2,0,0,1,0
15.0,2.073464,4.4213445,0,2,1,41,2,33.9,0,0,0,0
15.0,0.3876075,1.0944,0,4,1,48,3,11.3,1,0,0,0
15.0,0.491596,0.9823265,0,4,1,50,2,11.3,0,0,1,0
10.0,1.7388,3.6612,0,4,0,29,5,23.5,0,1,0,0
3.0,2.073464,1.9788,0,4,1,23,2,15.4,1,0,0,0
15.0,2.073464,4.4213445,0,5,1,21,1,33.9,0,0,0,1
2.0,1.472328,4.4213445,1,3,1,0,4,15.5,0,1,0,0
10.0,0.631904,0.9823265,0,2,1,16,1,16.8,0,0,0,0
2.0,0.571692,4.4213445,0,1,1,10,2,33.9,0,0,1,0
9.0,0.870264,4.4213445,0,4,1,21,2,18.1,1,0,0,0
15.0,0.3876075,0.9823265,0,4,1,47,2,11.3,0,1,0,0
5.0,0.3876075,0.9823265,0,1,1,7,6,11.5,1,0,0,0
2.0,2.073464,4.04376,0,2,0,3,1,21.5,0,1,0,0
2.0,0.539784,2.673216,0,2,1,9,2,17.1,0,0,1,0
2.0,1.110456,1.751544,1,3,0,0,3,11.3,0,1,0,0
8.0,2.073464,4.4213445,0,5,1,26,1,31.5,1,0,0,0
3.0,1.46095,1.58905,1,3,1,8,2,30.0,0,0,1,0
15.0,1.138074,4.4213445,0,3,1,18,3,33.9,0,0,0,0
2.0,1.188148,2.607852,1,1,1,2,1,11.3,1,0,0,0
15.0,0.458136,4.077864,0,2,1,29,1,33.9,0,0,0,1
2.0,1.857744,1.334256,1,1,1,2,1,11.3,0,0,0,0
2.0,1.468656,0.9823265,0,2,1,6,4,28.7,0,0,1,0
7.0,0.3876075,1.0634,0,2,0,11,2,33.9,0,1,0,0
7.0,1.646875,4.4213445,0,2,1,24,3,33.9,0,0,1,0
2.0,0.3876075,0.9823265,0,1,1,4,2,11.3,0,0,1,0
15.0,2.073464,4.4213445,0,5,0,20,1,27.7,1,0,0,0
5.0,2.073464,4.0719,1,3,1,1,4,17.9,0,0,0,0
2.0,2.073464,1.673325,1,1,1,1,1,12.0,1,0,0,0
10.0,0.3876075,4.4213445,0,2,0,16,1,20.8,0,0,0,0
6.0,2.073464,3.459976,0,2,0,31,1,18.9,1,0,0,0
8.0,0.8631,1.2369,0,3,1,28,3,33.9,0,1,0,0
6.0,2.073464,4.4213445,0,4,1,17,3,33.9,0,0,1,0
2.0,0.3876075,0.9823265,0,2,0,1,2,11.3,0,0,1,0
2.0,0.9261,4.4213445,0,3,0,8,2,12.8,1,0,0,0
15.0,2.073464,4.4213445,0,5,1,17,1,33.9,0,0,1,0
15.0,0.66528,0.9823265,0,2,0,4,1,11.3,1,0,0,0
15.0,1.129128,4.4213445,0,5,1,28,2,33.9,0,0,0,0
3.0,0.8091,0.9823265,0,2,1,12,4,11.3,1,0,0,0
2.0,1.646736,1.601264,1,1,0,2,2,21.2,0,0,1,0
6.0,0.3876075,0.9823265,0,4,1,10,1,15.8,0,1,0,0
3.0,0.3876075,0.9823265,1,1,1,18,4,11.3,0,0,0,0
15.0,1.06005,4.4213445,0,5,0,30,4,33.9,1,0,0,0
2.0,0.3876075,0.9823265,1,1,1,1,3,11.3,0,1,0,0
2.0,0.3876075,0.9823265,0,2,1,4,5,11.3,0,0,0,0
14.0,1.847995,2.605005,0,3,1,28,1,30.2,0,1,0,0
4.0,0.3876075,0.9823265,0,5,0,16,6,33.9,0,0,1,0
2.0,1.642914,2.998086,0,3,1,8,2,24.9,0,0,1,0
15.0,2.073464,3.615084,0,5,1,55,3,33.9,0,0,0,1
4.0,0.95472,2.10528,0,3,1,16,4,28.4,0,0,1,0
2.0,1.062075,0.9823265,1,4,1,8,3,19.9,0,1,0,0
2.0,1.229904,2.982096,0,2,1,12,6,33.9,0,0,0,1
15.0,0.979668,0.9823265,0,4,0,24,1,11.3,0,1,0,0
14.0,0.3876075,1.387728,0,5,1,37,6,33.9,1,0,0,0
2.0,1.245888,0.9823265,1,1,0,0,2,11.3,1,0,0,0
2.0,2.073464,3.03576,1,4,0,2,3,17.8,0,0,0,1
2.0,0.3876075,1.821456,0,1,0,0,2,11.3,1,0,0,0
4.0,2.073464,3.043425,1,3,1,26,1,19.0,0,0,1,0
15.0,0.698975,1.126025,0,4,1,45,3,12.4,0,0,0,0
2.0,0.3876075,1.139236,0,1,1,2,1,16.6,0,0,1,0
9.0,0.3876075,0.9823265,0,1,1,39,2,11.3,0,1,0,0
6.0,0.3876075,3.143322,0,4,0,16,3,23.8,0,0,0,0
15.0,0.91854,3.94146,0,2,1,36,4,19.2,0,0,0,0
2.0,1.195236,1.408764,0,1,0,14,5,15.7,0,0,1,0
2.0,0.67473,0.9823265,0,1,0,0,3,11.7,1,0,0,0
15.0,1.499904,1.848096,0,5,0,18,1,12.6,0,0,0,0
5.0,0.41055,1.37445,0,3,1,13,2,11.3,0,1,0,0
2.0,0.852012,1.205988,1,1,0,0,3,11.3,1,0,0,0
2.0,1.217348,0.9823265,0,2,1,6,1,11.9,0,0,1,0
2.0,2.073464,4.4213445,1,2,1,5,3,33.9,0,0,1,0
2.0,0.3876075,1.8039,1,1,1,2,1,11.4,0,1,0,0
15.0,0.3876075,1.58598,0,5,0,33,3,13.3,1,0,0,0
13.0,2.073464,1.437072,0,3,0,33,4,19.8,0,0,1,0
2.0,0.3876075,0.9823265,0,1,1,5,2,11.3,0,0,1,0
3.0,0.41385,4.23615,0,4,1,16,3,13.1,0,0,1,0
15.0,2.073464,4.4213445,0,5,0,14,4,33.9,1,0,0,0
15.0,1.66098,3.69702,0,4,0,17,1,15.8,1,0,0,0
2.0,0.55944,1.60056,1,1,1,6,1,26.9,0,0,1,0
11.0,2.073464,4.4213445,0,5,1,15,2,33.9,1,0,0,0
15.0,0.3876075,0.9823265,0,5,1,23,3,33.9,0,0,0,0
2.0,0.850889,0.9823265,1,1,0,2,2,13.9,0,0,1,0
3.0,2.073464,2.040153,0,3,0,16,2,23.5,0,1,0,0
15.0,0.594048,1.309952,0,3,1,25,2,28.6,1,0,0,0
4.0,0.46116,2.95484,0,5,0,17,4,13.7,0,0,0,0
6.0,2.073464,4.4213445,1,3,0,12,2,27.5,1,0,0,0
7.0,0.768056,3.943944,0,1,1,12,2,33.9,0,1,0,0
15.0,0.489216,4.4213445,0,5,1,26,2,21.9,0,1,0,0
2.0,0.3876075,0.9823265,0,1,1,2,2,11.3,1,0,0,0
2.0,1.368576,3.815424,0,1,1,7,3,33.0,0,0,1,0
11.0,0.3876075,4.287042,0,5,0,22,1,13.6,1,0,0,0
2.0,0.8358,3.3642,0,1,1,6,1,12.3,0,0,1,0
2.0,0.3876075,0.9823265,0,4,1,29,1,21.5,1,0,0,0
15.0,1.2672,0.9823265,0,1,1,25,1,11.3,1,0,0,0
6.0,1.34354,2.06646,0,3,1,25,3,28.5,0,1,0,0
3.0,0.3876075,0.9823265,0,1,1,18,3,19.9,1,0,0,0
8.0,1.64205,0.9823265,0,4,0,13,3,16.3,0,0,0,0
13.0,0.3876075,0.9823265,0,3,0,14,3,33.9,0,0,0,0
15.0,0.59616,1.61184,0,3,0,14,3,18.4,0,0,0,0
15.0,2.073464,4.4213445,0,5,1,25,2,33.9,1,0,0,0
13.0,0.3876075,0.9823265,0,5,0,13,2,30.8,1,0,0,0
3.0,1.68646,1.49554,0,4,1,23,1,15.5,0,1,0,0
2.0,0.784294,4.4213445,1,2,1,8,2,33.9,0,0,1,0
7.0,0.3876075,1.82376,0,4,0,5,1,21.0,1,0,0,0
2.0,0.3876075,1.666224,0,3,1,6,3,11.3,0,0,0,0
15.0,0.3876075,4.4213445,0,4,1,28,1,33.9,0,0,0,0
8.0,0.631098,1.786902,0,3,0,12,4,15.1,1,0,0,0
13.0,1.209312,2.768688,0,5,0,27,2,25.2,0,0,1,0
15.0,0.3876075,0.9823265,0,3,1,23,3,33.9,0,0,0,0
2.0,1.609272,4.4213445,1,1,0,8,2,24.6,1,0,0,0
15.0,1.425408,4.4213445,0,5,1,31,2,33.9,0,0,1,0
2.0,0.616896,2.647104,0,3,1,3,1,33.9,0,0,1,0
3.0,1.00068,2.71932,0,2,1,10,2,11.3,0,0,1,0
2.0,0.3876075,0.9823265,0,3,0,1,3,13.0,0,1,0,0
2.0,2.073464,4.4213445,1,3,1,27,2,33.9,0,0,1,0
15.0,1.430784,4.4213445,0,3,1,20,4,33.9,0,0,1,0
2.0,0.3876075,0.9823265,1,1,0,3,3,11.3,0,0,1,0
2.0,1.52082,3.83418,1,4,0,5,2,23.4,0,0,1,0
2.0,2.073464,4.4213445,1,1,1,28,2,33.9,0,1,0,0
15.0,0.720616,0.9823265,0,3,1,39,1,13.6,0,1,0,0
4.0,1.773486,1.944514,0,3,0,19,2,17.3,0,0,0,0
4.0,0.6864,2.6136,1,2,0,6,4,12.5,0,0,0,1
2.0,0.3876075,0.9823265,1,1,0,0,2,11.3,1,0,0,0
6.0,0.5375,0.9823265,0,3,0,14,2,11.3,0,0,0,0
3.0,0.3876075,2.406372,0,2,1,16,2,21.8,0,1,0,0
15.0,2.073464,3.497932,0,2,0,31,1,20.9,1,0,0,0
5.0,1.790508,4.4213445,0,2,1,22,2,24.6,1,0,0,0
2.0,0.3876075,1.6236,0,2,1,7,1,14.3,1,0,0,0
7.0,1.415828,1.780172,0,3,0,13,2,15.2,0,1,0,0
2.0,0.3876075,0.9823265,0,1,1,2,1,11.3,1,0,0,0
9.0,2.073464,4.4213445,1,2,0,8,3,33.9,0,0,1,0
6.0,1.062048,3.721952,0,3,1,8,3,19.7,0,0,1,0
6.0,0.72072,0.9823265,0,1,1,21,1,14.9,1,0,0,0
2.0,1.3409,1.1891,0,3,0,1,1,12.4,0,0,0,0
11.0,0.799452,1.108548,0,3,0,27,1,12.5,0,0,1,0
4.0,2.073464,1.617792,1,2,0,3,4,18.6,1,0,0,0
15.0,2.073464,1.6428,0,4,1,18,3,33.9,0,0,1,0
15.0,2.073464,4.4213445,0,5,0,22,1,33.9,0,0,1,0
15.0,2.073464,4.25334,0,5,1,21,1,30.8,0,0,0,0
2.0,1.116224,4.099776,0,2,1,5,4,17.5,0,1,0,0
10.0,1.62,0.9823265,0,1,0,9,3,11.3,1,0,0,0
15.0,0.74601,3.85899,0,3,0,22,2,33.9,0,0,1,0
15.0,0.3876075,0.9823265,0,3,1,40,2,11.3,0,0,1,0
14.0,0.601083,3.487917,0,4,0,13,3,11.3,0,0,0,0
15.0,2.073464,2.930256,0,5,0,15,5,29.6,1,0,0,0
2.0,1.066464,0.9823265,0,1,0,1,4,15.0,0,1,0,0
13.0,2.073464,4.4213445,0,4,1,43,3,20.5,0,0,0,0
13.0,1.48749,0.9823265,0,5,0,17,1,11.3,1,0,0,0
2.0,0.89947,4.39153,1,5,1,4,1,19.9,1,0,0,0
15.0,0.561924,0.9823265,0,2,0,18,4,20.4,0,0,1,0
12.0,1.250928,0.9823265,0,5,1,9,1,33.9,0,0,0,0
6.0,0.3876075,1.59354,0,2,1,9,2,30.9,0,0,1,0
2.0,0.3876075,1.001088,1,3,0,1,2,11.3,0,1,0,0
9.0,0.883844,0.9823265,0,3,0,5,2,12.8,1,0,0,0
8.0,2.073464,4.4213445,1,4,1,11,2,33.9,0,0,0,1
4.0,0.3876075,0.9823265,1,3,0,11,2,12.4,0,0,1,0
4.0,2.073464,2.5783,0,3,1,36,2,33.9,0,1,0,0
3.0,2.073464,1.683648,0,1,1,11,3,18.6,0,0,0,1
2.0,0.671424,0.9823265,0,1,1,1,2,11.3,1,0,0,0
10.0,0.999999,3.329001,0,4,0,13,3,20.9,1,0,0,0
2.0,0.620585,0.9823265,0,1,1,0,2,11.3,1,0,0,0
15.0,2.073464,4.4213445,0,4,1,17,3,33.9,1,0,0,0
15.0,2.073464,4.4213445,1,4,0,18,3,33.9,1,0,0,0
6.0,0.3876075,0.9823265,0,1,0,1,2,12.3,1,0,0,0
2.0,0.52374,1.28226,1,2,0,0,2,11.3,0,1,0,0
2.0,2.073464,1.30944,1,1,0,8,1,15.8,0,1,0,0
3.0,1.02564,4.15436,0,3,1,13,4,17.8,0,0,1,0
2.0,2.073464,3.274848,1,1,0,5,1,33.9,1,0,0,0
3.0,0.98642,2.19558,1,3,0,4,1,19.2,1,0,0,0
2.0,1.01024,0.9823265,0,1,0,19,3,17.6,0,0,0,1
9.0,0.3876075,4.4213445,0,1,1,21,3,33.9,0,0,1,0
5.0,0.3876075,0.9823265,0,1,0,6,4,18.8,1,0,0,0
15.0,0.58158,1.03842,0,4,1,35,3,33.9,0,0,0,0
13.0,2.073464,4.4213445,0,5,1,28,2,33.9,0,0,0,1
15.0,1.089,3.411,0,4,1,55,4,16.5,0,0,0,0
8.0,0.3876075,0.9823265,0,5,1,32,2,14.5,0,1,0,0
7.0,1.697382,4.4213445,0,5,1,4,1,27.4,0,0,1,0
3.0,1.939938,1.063062,1,2,0,2,2,16.8,1,0,0,0
5.0,0.3876075,0.9823265,0,1,0,5,3,11.3,0,0,0,0
15.0,0.3876075,2.438832,0,2,0,15,1,33.9,0,1,0,0
2.0,2.073464,2.28627,1,2,0,4,2,11.3,0,1,0,0
8.0,0.856992,2.759008,0,3,1,8,3,19.0,0,1,0,0
15.0,0.474628,3.067372,0,2,1,53,2,13.5,0,0,0,0
15.0,2.073464,4.4213445,0,1,1,19,1,33.9,1,0,0,0
2.0,0.3876075,0.9823265,0,1,1,5,2,11.3,0,1,0,0
4.0,0.85932,0.9823265,0,2,1,9,2,33.9,0,0,1,0
15.0,0.463752,4.4213445,0,4,0,14,4,33.9,1,0,0,0
6.0,2.073464,4.390512,0,4,0,26,2,24.7,0,0,0,1
6.0,0.413952,1.698048,0,4,1,32,2,23.7,0,1,0,0
2.0,0.3876075,0.9823265,0,1,0,17,1,11.3,0,1,0,0
2.0,0.456,2.394,0,1,1,3,5,17.9,0,0,1,0
2.0,2.073464,1.419984,1,1,0,0,4,11.3,1,0,0,0
12.0,0.3876075,0.9823265,0,5,0,31,1,11.3,1,0,0,0
10.0,2.073464,2.308614,0,4,1,25,1,33.9,0,0,0,0
2.0,1.39264,2.95936,1,2,0,4,3,13.9,0,1,0,0
15.0,0.43911,4.4213445,0,4,0,11,4,33.9,0,0,0,0
2.0,0.87978,1.16622,0,4,1,14,1,12.9,0,0,1,0
15.0,1.66704,1.09296,0,5,1,33,2,11.3,0,0,0,0
5.0,1.74582,3.97818,1,2,0,22,2,25.6,0,0,0,0
2.0,1.1853,1.5147,1,1,1,3,2,11.4,0,1,0,0
2.0,0.3876075,0.9823265,0,2,1,0,2,11.3,1,0,0,0
2.0,1.7799,3.3201,1,2,0,9,2,19.1,1,0,0,0
3.0,1.8483,4.2517,0,3,1,13,2,11.3,1,0,0,0
15.0,2.073464,4.4213445,0,4,1,43,5,33.9,1,0,0,0
15.0,2.073464,4.4213445,0,3,1,21,1,27.7,1,0,0,0
4.0,0.3876075,4.4213445,0,2,1,33,3,33.9,0,0,1,0
2.0,0.81969,1.85031,1,2,1,4,4,16.1,1,0,0,0
6.0,0.401968,1.670032,0,2,0,11,2,20.3,0,0,1,0
10.0,0.8466,1.1934,0,4,1,16,2,18.8,0,0,0,0
15.0,0.3876075,0.9823265,0,4,0,29,2,11.3,0,1,0,0
15.0,2.073464,4.4213445,1,5,1,16,4,33.9,0,1,0,0
2.0,0.396,3.564,0,1,0,2,2,11.3,0,1,0,0
2.0,0.4743,1.0557,0,1,1,13,1,33.9,0,0,1,0
2.0,0.3876075,0.9823265,1,1,0,3,1,13.5,1,0,0,0
4.0,0.3876075,0.9823265,0,1,1,8,3,13.6,0,0,0,0
2.0,0.3876075,1.25757,1,1,1,2,3,11.3,0,0,1,0
2.0,0.795271,0.9823265,1,2,0,1,2,11.3,0,1,0,0
15.0,1.40832,1.47168,0,1,1,24,3,11.3,0,0,1,0
2.0,2.073464,3.379056,1,2,0,3,3,16.7,0,0,1,0
5.0,0.410592,3.255408,0,2,0,14,1,14.5,0,1,0,0
2.0,0.3876075,0.9823265,0,3,0,1,2,11.3,0,1,0,0
11.0,2.073464,1.674688,0,4,1,39,2,15.0,0,1,0,0
2.0,0.3876075,0.9823265,0,5,1,8,2,18.9,0,0,0,1
15.0,1.42146,3.34854,0,5,1,32,5,33.9,0,0,0,0
15.0,0.3876075,0.9823265,0,5,1,19,2,11.3,0,0,1,0
9.0,1.194165,4.160835,0,1,0,0,2,19.7,1,0,0,0
15.0,2.073464,2.92656,0,3,1,17,4,33.9,0,0,0,0
15.0,0.3876075,0.9823265,0,3,0,24,3,11.3,1,0,0,0
10.0,1.097376,0.9823265,0,3,0,14,5,12.5,1,0,0,0
4.0,2.073464,4.4213445,0,2,1,23,1,33.9,0,0,1,0
3.0,0.3876075,1.983744,0,2,1,36,1,18.5,1,0,0,0
3.0,0.3876075,0.9823265,1,3,1,5,1,12.8,0,0,0,0
2.0,0.3876075,2.835144,1,3,0,0,3,11.3,1,0,0,0
2.0,0.73788,0.9823265,0,2,0,3,2,11.7,0,1,0,0
6.0,1.207357,1.241643,0,4,1,7,2,13.9,0,0,1,0
8.0,1.42131,3.39669,0,3,1,13,3,33.9,0,1,0,0
4.0,1.900899,1.102101,0,3,1,9,4,20.8,0,0,1,0
2.0,2.073464,2.825361,1,1,0,0,4,11.3,1,0,0,0
15.0,2.073464,4.4213445,0,4,1,20,1,33.9,0,0,0,1
2.0,1.062651,2.376349,0,1,0,2,2,11.3,0,1,0,0
2.0,0.3876075,0.9823265,1,2,1,1,1,12.5,1,0,0,0
2.0,0.3876075,0.9823265,0,1,1,7,2,21.6,0,0,1,0
8.0,0.76545,1.25955,0,4,0,10,2,12.4,0,0,0,0
5.0,0.3876075,0.9823265,0,2,1,10,2,11.3,1,0,0,0
11.0,2.073464,4.171392,1,4,1,25,3,33.9,0,1,0,0
2.0,0.554112,3.189888,0,2,1,10,1,19.8,0,0,0,0
2.0,0.51612,1.52388,0,3,1,17,3,12.2,0,1,0,0
8.0,2.073464,2.83176,0,2,0,26,2,17.2,0,0,0,1
9.0,0.670582,4.4213445,1,5,1,13,3,16.3,0,0,0,0
8.0,0.44982,0.9823265,0,2,1,19,2,11.3,0,0,1,0
4.0,0.4186,0.9823265,1,3,0,7,3,11.8,1,0,0,0
5.0,0.406334,0.9823265,0,2,0,8,3,16.3,1,0,0,0
9.0,1.32076,0.9823265,0,5,1,14,2,18.7,1,0,0,0
5.0,2.02566,4.4213445,1,5,1,5,2,27.3,0,0,1,0
5.0,0.3876075,0.9823265,0,2,1,8,3,17.1,0,0,1,0
2.0,0.726066,0.9823265,0,2,1,1,3,11.3,0,0,1,0
12.0,2.073464,4.4213445,1,5,1,3,2,33.9,0,0,1,0
2.0,0.3876075,0.9823265,0,3,0,0,3,11.3,0,0,0,0
2.0,0.3876075,0.9823265,0,2,1,1,4,11.3,1,0,0,0
11.0,2.073464,4.4213445,0,4,1,22,4,33.9,0,0,1,0
2.0,2.073464,2.926152,0,4,1,12,2,33.9,0,0,1,0
3.0,1.08675,1.16325,1,2,1,12,2,11.3,1,0,0,0
2.0,2.073464,4.4213445,1,4,1,12,1,20.8,0,1,0,0
2.0,0.3876075,0.9823265,1,2,0,0,1,11.3,0,0,0,0
13.0,0.3876075,1.36747,0,5,0,37,1,11.3,1,0,0,0
2.0,2.05349,4.4213445,1,2,1,5,3,14.4,0,1,0,0
7.0,1.6632,3.0888,0,3,1,21,4,33.9,0,1,0,0
4.0,0.3876075,1.02213,0,1,0,4,1,18.4,1,0,0,0
4.0,0.3876075,0.9823265,1,2,1,5,2,13.3,0,0,0,0
2.0,1.701264,1.514736,1,3,1,4,2,16.1,0,0,1,0
2.0,0.3876075,0.9823265,0,2,0,2,3,11.3,0,0,0,0
15.0,2.073464,4.4213445,1,3,1,15,4,33.9,0,1,0,0
2.0,0.3876075,0.9823265,1,3,0,7,2,18.5,1,0,0,0
5.0,1.893192,3.062808,0,1,0,5,1,11.3,1,0,0,0
15.0,2.073464,4.4213445,0,4,1,40,3,33.9,0,0,0,0
15.0,2.073464,4.4213445,1,3,1,39,2,33.9,1,0,0,0
5.0,0.3876075,0.9823265,0,5,0,20,2,11.3,1,0,0,0
3.0,0.3876075,0.9823265,0,2,1,5,3,17.1,0,1,0,0
7.0,1.815072,4.316928,0,2,0,23,1,33.9,0,0,1,0
15.0,0.3876075,3.848064,0,3,0,20,2,30.6,1,0,0,0
2.0,2.073464,1.476209,1,4,1,15,2,11.3,0,1,0,0
2.0,1.422096,0.9823265,1,1,1,0,1,11.3,1,0,0,0
3.0,0.901968,2.366032,1,3,1,7,2,24.4,1,0,0,0
3.0,2.073464,4.4213445,0,3,1,9,2,33.9,0,0,1,0
6.0,2.073464,4.4213445,1,1,1,24,4,20.0,0,0,1,0
6.0,0.594125,1.830875,0,1,1,6,1,13.3,1,0,0,0
2.0,0.5544,1.8456,1,4,1,0,3,11.3,1,0,0,0
2.0,1.11072,4.4213445,0,3,1,9,4,28.4,0,0,1,0
